ticker,estrategia,direccion,fecha_entrada,fecha_salida,dias_aguantados,precio_entrada,strike,prima_entrada,prima_salida,iv_estimada,mult,pct,dolares_x_contrato,toco_50,dia_50,max_mult
AAPL,piso_fuerte,call,2022-07-14T00:00:00,2022-07-28T00:00:00,14.0,145.55,154.28,1.182,1.064,0.351,0.901,-9.9,-11.74,True,7.0,1.8
AAPL,piso_fuerte,call,2022-07-21T00:00:00,2022-08-04T00:00:00,14.0,152.29,161.43,0.82,1.351,0.3,1.647,64.7,53.1,True,8.0,2.32
AAPL,piso_fuerte,call,2022-07-27T00:00:00,2022-08-10T00:00:00,14.0,153.7,162.93,0.705,2.545,0.284,3.612,261.2,184.05,True,2.0,4.56
AAPL,piso_fuerte,call,2022-08-03T00:00:00,2022-08-17T00:00:00,14.0,162.86,172.63,1.017,0.0,0.317,0.0,-100.0,-101.71,False,,1.11
AAPL,piso_fuerte,call,2022-08-10T00:00:00,2022-08-24T00:00:00,14.0,166.14,176.11,0.986,0.0,0.311,0.0,-100.0,-98.63,False,,1.38
AAPL,piso_fuerte,call,2022-08-25T00:00:00,2022-09-08T00:00:00,14.0,166.92,176.93,0.751,0.0,0.282,0.0,-100.0,-75.13,False,,1.0
AAPL,piso_fuerte,call,2022-09-09T00:00:00,2022-09-23T00:00:00,14.0,154.49,163.76,0.609,0.861,0.27,1.413,41.3,25.14,True,3.0,2.83
AAPL,piso_fuerte,call,2022-09-16T00:00:00,2022-09-30T00:00:00,14.0,147.94,156.82,1.495,1.386,0.385,0.927,-7.3,-10.9,True,4.0,1.85
AAPL,piso_fuerte,call,2022-09-23T00:00:00,2022-10-07T00:00:00,14.0,147.67,156.53,1.664,0.0,0.404,0.0,-100.0,-166.44,False,,1.0
AAPL,piso_fuerte,call,2022-10-03T00:00:00,2022-10-17T00:00:00,14.0,139.84,148.23,2.07,0.0,0.459,0.0,-100.0,-206.96,False,,1.48
AAPL,piso_fuerte,call,2022-10-13T00:00:00,2022-10-27T00:00:00,14.0,140.37,148.79,1.599,0.0,0.406,0.0,-100.0,-159.93,False,,1.38
AAPL,piso_fuerte,call,2022-10-19T00:00:00,2022-11-02T00:00:00,14.0,141.22,149.7,1.716,1.31,0.418,0.763,-23.7,-40.59,True,5.0,2.84
AAPL,piso_fuerte,call,2022-10-25T00:00:00,2022-11-08T00:00:00,14.0,149.55,158.52,2.053,0.0,0.442,0.0,-100.0,-205.31,False,,1.23
AAPL,piso_fuerte,call,2022-10-28T00:00:00,2022-11-11T00:00:00,14.0,152.89,162.06,2.54,0.0,0.486,0.0,-100.0,-253.99,False,,1.0
AAPL,piso_fuerte,call,2022-11-10T00:00:00,2022-11-23T00:00:00,13.0,144.42,153.08,3.797,0.481,0.624,0.127,-87.3,-331.69,False,,1.21
AAPL,piso_fuerte,call,2022-11-17T00:00:00,2022-12-01T00:00:00,14.0,148.2,157.1,3.704,0.0,0.606,0.0,-100.0,-370.39,False,,1.0
AAPL,piso_fuerte,call,2022-11-23T00:00:00,2022-12-07T00:00:00,14.0,148.55,157.46,3.586,0.0,0.594,0.0,-100.0,-358.63,False,,1.0
AAPL,piso_fuerte,call,2022-11-30T00:00:00,2022-12-14T00:00:00,14.0,145.56,154.29,3.04,0.0,0.548,0.0,-100.0,-303.96,False,,1.0
AAPL,piso_fuerte,call,2022-12-21T00:00:00,2023-01-04T00:00:00,14.0,133.19,141.18,1.319,0.0,0.381,0.0,-100.0,-131.86,False,,1.0
AAPL,piso_fuerte,call,2022-12-30T00:00:00,2023-01-13T00:00:00,14.0,127.76,135.43,0.966,0.0,0.341,0.0,-100.0,-96.64,False,,1.0
AAPL,piso_fuerte,call,2023-01-06T00:00:00,2023-01-20T00:00:00,14.0,127.46,135.1,1.424,0.469,0.402,0.329,-67.1,-95.47,False,,1.33
AAPL,piso_fuerte,call,2023-01-11T00:00:00,2023-01-25T00:00:00,14.0,131.26,139.14,1.481,0.352,0.404,0.238,-76.2,-112.8,False,,1.19
AAPL,piso_fuerte,call,2023-01-20T00:00:00,2023-02-03T00:00:00,14.0,135.57,143.7,1.103,5.044,0.351,4.573,357.3,394.12,True,4.0,7.45
AAPL,piso_fuerte,call,2023-01-27T00:00:00,2023-02-10T00:00:00,14.0,143.49,152.1,0.701,0.572,0.29,0.816,-18.4,-12.86,True,6.0,3.43
AAPL,piso_fuerte,call,2023-02-02T00:00:00,2023-02-16T00:00:00,14.0,148.3,157.2,0.515,0.569,0.259,1.106,10.6,5.47,True,1.0,2.21
AAPL,piso_fuerte,call,2023-02-07T00:00:00,2023-02-21T00:00:00,14.0,152.07,161.19,0.509,0.0,0.257,0.0,-100.0,-50.9,False,,1.0
AAPL,piso_fuerte,call,2023-02-10T00:00:00,2023-02-24T00:00:00,14.0,148.72,157.64,0.631,0.507,0.277,0.804,-19.6,-12.38,True,5.0,1.61
AAPL,piso_fuerte,call,2023-02-15T00:00:00,2023-03-01T00:00:00,14.0,152.97,162.15,0.684,0.0,0.282,0.0,-100.0,-68.37,False,,1.0
AAPL,piso_fuerte,call,2023-02-23T00:00:00,2023-03-09T00:00:00,14.0,147.13,155.96,0.817,0.0,0.304,0.0,-100.0,-81.69,False,,1.0
AAPL,piso_fuerte,call,2023-03-03T00:00:00,2023-03-17T00:00:00,14.0,148.74,157.66,0.757,0.0,0.294,0.0,-100.0,-75.69,False,,1.35
AAPL,piso_fuerte,call,2023-03-16T00:00:00,2023-03-30T00:00:00,14.0,153.48,162.69,0.682,0.0,0.281,0.0,-100.0,-68.2,False,,1.23
AAPL,piso_fuerte,call,2023-03-31T00:00:00,2023-04-14T00:00:00,14.0,162.4,172.14,0.341,0.0,0.224,0.0,-100.0,-34.11,False,,1.0
AAPL,piso_fuerte,call,2023-04-06T00:00:00,2023-04-20T00:00:00,14.0,162.16,171.89,0.207,0.0,0.198,0.0,-100.0,-20.74,False,,1.0
AAPL,piso_fuerte,call,2023-04-13T00:00:00,2023-04-27T00:00:00,14.0,163.05,172.83,0.421,0.0,0.238,0.0,-100.0,-42.07,False,,1.0
AAPL,piso_fuerte,call,2023-04-19T00:00:00,2023-05-03T00:00:00,14.0,165.08,174.99,0.321,0.0,0.22,0.0,-100.0,-32.11,False,,1.0
AAPL,piso_fuerte,call,2023-04-27T00:00:00,2023-05-11T00:00:00,14.0,165.85,175.8,0.386,0.0,0.231,0.0,-100.0,-38.61,False,,1.27
AAPL,piso_fuerte,call,2023-09-11T00:00:00,2023-09-25T00:00:00,14.0,177.12,187.75,0.957,0.0,0.301,0.0,-100.0,-95.74,False,,1.0
AAPL,piso_fuerte,call,2023-09-14T00:00:00,2023-09-28T00:00:00,14.0,173.54,183.96,1.009,0.0,0.309,0.0,-100.0,-100.93,False,,1.05
AAPL,piso_fuerte,call,2023-09-19T00:00:00,2023-10-03T00:00:00,14.0,176.83,187.44,1.039,0.0,0.31,0.0,-100.0,-103.94,False,,1.0
AAPL,piso_fuerte,call,2023-09-25T00:00:00,2023-10-09T00:00:00,14.0,173.88,184.31,0.811,0.0,0.286,0.0,-100.0,-81.14,False,,1.0
AAPL,piso_fuerte,call,2023-10-02T00:00:00,2023-10-16T00:00:00,14.0,171.58,181.87,0.682,0.0,0.271,0.0,-100.0,-68.16,False,,1.41
